0.349972	0.116747	0.118163	0.00117273
0.0123039	0.523307	0.131249	-0.00898674
0.00564768	0.779721	0.12776	-0.0135835
0.00999277	0.799897	0.125084	-0.0222408
0.00938472	0.800803	0.122499	-0.0245095
0.0103645	0.800753	0.106078	0.011673
0.41995	0.316935	0.118163	0.00117273
-0.0194215	-0.23615	0.131249	-0.00898674
-0.0294504	-0.275317	0.12776	-0.0135835
-0.010029	-0.295264	0.125084	-0.0222408
-0.0128865	-0.292627	0.122499	-0.0245095
-0.0149209	-0.292698	0.106078	0.011673
0.118163	0.00117273	0.349972	0.116747
0.131249	-0.00898674	0.0123039	0.523307
0.12776	-0.0135835	0.00564768	0.779721
0.125084	-0.0222408	0.00999277	0.799897
0.122499	-0.0245095	0.00938472	0.800803
0.106078	0.011673	0.0103645	0.800753
0.118163	0.00117273	0.41995	0.316935
0.131249	-0.00898674	-0.0194215	-0.23615
0.12776	-0.0135835	-0.0294504	-0.275317
0.125084	-0.0222408	-0.010029	-0.295264
0.122499	-0.0245095	-0.0128865	-0.292627
0.106078	0.011673	-0.0149209	-0.292698
0.349972	0.116747	0.118163	0.00117273
0.0123039	0.523307	0.131249	-0.00898674
0.00564768	0.779721	0.12776	-0.0135835
0.00999277	0.799897	0.125084	-0.0222408
0.00938472	0.800803	0.122499	-0.0245095
0.0103645	0.800753	0.106078	0.011673
0.118163	0.00117273	0.349972	0.116747
0.131249	-0.00898674	0.0123039	0.523307
0.12776	-0.0135835	0.00564768	0.779721
0.125084	-0.0222408	0.00999277	0.799897
0.122499	-0.0245095	0.00938472	0.800803
0.106078	0.011673	0.0103645	0.800753
0.118163	0.00117273	0.41995	0.316935
0.131249	-0.00898674	-0.0194215	-0.23615
0.12776	-0.0135835	-0.0294504	-0.275317
0.125084	-0.0222408	-0.010029	-0.295264
0.122499	-0.0245095	-0.0128865	-0.292627
0.106078	0.011673	-0.0149209	-0.292698
0.41995	0.316935	0.118163	0.00117273
-0.0194215	-0.23615	0.131249	-0.00898674
-0.0294504	-0.275317	0.12776	-0.0135835
-0.010029	-0.295264	0.125084	-0.0222408
-0.0128865	-0.292627	0.122499	-0.0245095
-0.0149209	-0.292698	0.106078	0.011673
