0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
0.218163	0.00117273	0.218163	0.00117273
0.231249	-0.00898674	0.231249	-0.00898674
0.22776	-0.0135835	0.22776	-0.0135835
0.225084	-0.0222408	0.225084	-0.0222408
0.222499	-0.0245095	0.222499	-0.0245095
0.206078	0.111673	0.206078	0.111673
